UBICACIÓN / LOCATION,IMAGEN PLANO,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,COTIZAR,OPCION 1,ENGANCHE,MONTO,SALDO,PRECIO ,DESCUENTO TOTAL,OPCION 2,ENGANCHE1,MONTO1,SALDO1,PRECIO1,DESCUENTO TOTAL1,OPCION 3,ENGANCHE2,MONTO2,SALDO2,PRECIO2,DESCUENTO TOTAL2,OPCION 4,ENGANCHE3,MONTO3,6 MESES 10%,12 MESES 10%,SALDO3,PRECIO3,DESCUENTO TOTAL3,OPCION 5,ENGANCHE4,MONTO4,6 MESES 10%1,12 MESES 10%1,SALDO4,PRECIO4,DESCUENTO TOTAL4,OPCION 6,ENGANCHE5,MONTO5,SALDO5,PRECIO5,DESCUENTO TOTAL5,PRECIO6,OPCION 7,ENGANCHE6,MONTO6,A FINANCIAR,MONTO TOTAL A PAGAR,TASA,PLAZO,PAGO MENSUAL,ENGANCHE7,MONTO7,SALDO7,PRECIO7,DESCUENTO TOTAL7,TC PREVENTA,TC TERMINADO,PRECIO DE LISTA / PRICE LIST MXN,DESCUENTO / DISCOUNT % MXN,DESCUENTO / DISCOUNT $ MXN,PRECIO FINAL / FINAL PRICE MXN,TC CAD,PRECIO DE LISTA / PRICE LIST CAD,DESCUENTO / DISCOUNT % CAD,DESCUENTO / DISCOUNT $ CAD,PRECIO FINAL / FINAL PRICE CAD,,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,,,BAJA ,MEDIO ,ALTA ,FIESTAS ,,,BAJA ,MEDIO ,ALTA,FIESTAS ,,INGRESO BRUTO,30% ADMIN,GASTOS GENERALES,MANTENIMIENTO,PREDIAL,RETORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_159c3921c5f34afbba1e983543423a79~mv2.jpg,COSTA CARIBE,A 301,2 RECAMARAS,192,2069,529898,37%,196062,333836,💰 Cotizar,Forma de pago / Payment plan 1,30%,100151,233685,333836,196062,Forma de pago / Payment plan 2,50%,166918,166918,333836,196062,Forma de pago / Payment plan 3,80%,267069,66767,333836,196062,,,,,,,,,,,,,,,,,,,,,,,423918,Forma de pago / Payment plan,50%,211959,211959,282895,12%,5,4715,,,,,,,21,11127858,4117307,0,7010551,15,767438,37%,283952,483486,,COSTA CARIBE,A 301,2 RECAMARAS,192,2069,"$529,898",37%,"$196,062","$333,836",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$8,075.06",$333.84,3.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_c746ad1f862d4340963e64deb63fe5a0~mv2.jpg,COSTA CARIBE,A 302,2 RECAMARAS,169,1820,479900,37%,177563,302337,💰 Cotizar,Forma de pago / Payment plan 1,30%,90701,211636,302337,177563,Forma de pago / Payment plan 2,50%,151169,151169,302337,177563,Forma de pago / Payment plan 3,80%,241870,60467,302337,177563,,,,,,,,,,,,,,,,,,,,,,,383920,Forma de pago / Payment plan,50%,191960,191960,256203,12%,5,4270,,,,,,,21,10077906,3728825,0,6349081,15,695028,37%,257160,437868,,COSTA CARIBE,A 302,2 RECAMARAS,169,1820,"$479,900",37%,"$177,563","$302,337",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$7,103.74",$302.34,4.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_db9cc6bd3899488d8ed4d927d5eeb8a1~mv2.jpg,COSTA CARIBE,B 1,2 RECAMARAS,107,1152,348665,37%,129006,219659,💰 Cotizar,Forma de pago / Payment plan 1,30%,65898,153761,219659,129006,Forma de pago / Payment plan 2,50%,109829,109829,219659,129006,Forma de pago / Payment plan 3,80%,175727,43932,219659,129006,,,,,,,,,,,,,,,,,,,,,,,278932,Forma de pago / Payment plan,50%,139466,139466,186141,12%,5,3102,,,,,,,21,7321963,2709126,0,4612837,15,504963,37%,186836,318127,,COSTA CARIBE,B 1,2 RECAMARAS,107,1152,"$348,665",37%,"$129,006","$219,659",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$4,769.28",$219.66,5.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_224be909a1474fc182ef02262a63ea48~mv2.jpg,COSTA CARIBE,B 101,1 RECAMARA,71,759,243900,32%,78048,165852,💰 Cotizar,Forma de pago / Payment plan 1,30%,49756,116096,165852,78048,Forma de pago / Payment plan 2,50%,82926,82926,165852,78048,Forma de pago / Payment plan 3,80%,132681,33170,165852,78048,,,,,,,,,,,,,,,,,,,,,,,195120,Forma de pago / Payment plan,50%,97560,97560,130210,12%,5,2170,,,,,,,21,5121896,1639007,0,3482889,15,353234,32%,113035,240199,,COSTA CARIBE,B 101,1 RECAMARA,71,759,"$243,900",32%,"$78,048","$165,852",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,961.85",$165.85,5.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_b9af8f79807b43708e2e7570432ef6e3~mv2.jpg,COSTA CARIBE,B 102,1 RECAMARA,60,645,239821,32%,76743,163078,💰 Cotizar,Forma de pago / Payment plan 1,30%,48923,114155,163078,76743,Forma de pago / Payment plan 2,50%,81539,81539,163078,76743,Forma de pago / Payment plan 3,80%,130463,32616,163078,76743,,,,,,,,,,,,,,,,,,,,,,,191857,Forma de pago / Payment plan,50%,95928,95928,128032,12%,5,2134,,,,,,,21,5036239,1611596,0,3424643,15,347327,32%,111145,236182,,COSTA CARIBE,B 102,1 RECAMARA,60,645,"$239,821",32%,"$76,743","$163,078",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,536.87",$163.08,6.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_a77815a3b961411398dcb2faf7efb4d6~mv2.jpg,COSTA CARIBE,B 2,2 RECAMARAS,147,1587,438900,37%,162393,276507,💰 Cotizar,Forma de pago / Payment plan 1,30%,82952,193555,276507,162393,Forma de pago / Payment plan 2,50%,138254,138254,276507,162393,Forma de pago / Payment plan 3,80%,221206,55301,276507,162393,,,,,,,,,,,,,,,,,,,,,,,351120,Forma de pago / Payment plan,50%,175560,175560,234314,12%,5,3905,,,,,,,21,9216904,3410255,0,5806650,15,635649,37%,235190,400459,,COSTA CARIBE,B 2,2 RECAMARAS,147,1587,"$438,900",37%,"$162,393","$276,507",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$6,192.88",$276.51,3.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_f6458980b64548ed9dd48fae1ab36527~mv2.jpg,COSTA CARIBE,B 202,1 RECAMARA,63,680,239901,32%,76768,163133,💰 Cotizar,Forma de pago / Payment plan 1,30%,48940,114193,163133,76768,Forma de pago / Payment plan 2,50%,81566,81566,163133,76768,Forma de pago / Payment plan 3,80%,130506,32627,163133,76768,,,,,,,,,,,,,,,,,,,,,,,191921,Forma de pago / Payment plan,50%,95960,95960,128075,12%,5,2135,,,,,,,21,5037918,1612134,0,3425785,15,347443,32%,111182,236261,,COSTA CARIBE,B 202,1 RECAMARA,63,680,"$239,901",32%,"$76,768","$163,133",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,654.03",$163.13,5.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_171b6ffe9b33439f8dbd2f16ed882875~mv2.jpg,COSTA CARIBE,B 203,1 RECAMARA,54,582,227900,32%,72928,154972,💰 Cotizar,Forma de pago / Payment plan 1,30%,46492,108480,154972,72928,Forma de pago / Payment plan 2,50%,77486,77486,154972,72928,Forma de pago / Payment plan 3,80%,123978,30994,154972,72928,,,,,,,,,,,,,,,,,,,,,,,182320,Forma de pago / Payment plan,50%,91160,91160,121668,12%,5,2028,,,,,,,21,4785901,1531488,0,3254413,15,330062,32%,105620,224442,,COSTA CARIBE,B 203,1 RECAMARA,54,582,"$227,900",32%,"$72,928","$154,972",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,270.21",$154.97,6.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_8e2283bbf98b4f238db1d959fa021b05~mv2.jpg,COSTA CARIBE,B 206,1 RECAMARA,53,570,227900,32%,72928,154972,💰 Cotizar,Forma de pago / Payment plan 1,30%,46492,108480,154972,72928,Forma de pago / Payment plan 2,50%,77486,77486,154972,72928,Forma de pago / Payment plan 3,80%,123978,30994,154972,72928,,,,,,,,,,,,,,,,,,,,,,,182320,Forma de pago / Payment plan,50%,91160,91160,121668,12%,5,2028,,,,,,,21,4785901,1531488,0,3254413,15,330062,32%,105620,224442,,COSTA CARIBE,B 206,1 RECAMARA,53,570,"$227,900",32%,"$72,928","$154,972",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,264.32",$154.97,6.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_6f17d7d3dd8045b7b75b3ef6bd6f7bcb~mv2.jpg,COSTA CARIBE,B 208,1 RECAMARA,54,582,227900,32%,72928,154972,💰 Cotizar,Forma de pago / Payment plan 1,30%,46492,108480,154972,72928,Forma de pago / Payment plan 2,50%,77486,77486,154972,72928,Forma de pago / Payment plan 3,80%,123978,30994,154972,72928,,,,,,,,,,,,,,,,,,,,,,,182320,Forma de pago / Payment plan,50%,91160,91160,121668,12%,5,2028,,,,,,,21,4785900,1531488,0,3254412,15,330062,32%,105620,224442,,COSTA CARIBE,B 208,1 RECAMARA,54,582,"$227,900",32%,"$72,928","$154,972",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,272.72",$154.97,6.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_0f52c268286244ffa9ea7893db4c27a9~mv2.jpg,COSTA CARIBE,B 209,1 RECAMARA,54,582,227900,32%,72928,154972,💰 Cotizar,Forma de pago / Payment plan 1,30%,46492,108480,154972,72928,Forma de pago / Payment plan 2,50%,77486,77486,154972,72928,Forma de pago / Payment plan 3,80%,123978,30994,154972,72928,,,,,,,,,,,,,,,,,,,,,,,182320,Forma de pago / Payment plan,50%,91160,91160,121668,12%,5,2028,,,,,,,21,4785900,1531488,0,3254412,15,330062,32%,105620,224442,,COSTA CARIBE,B 209,1 RECAMARA,54,582,"$227,900",32%,"$72,928","$154,972",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,272.72",$154.97,6.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_8d05375133ec467b8cbfe0bf0d7e8217~mv2.jpg,COSTA CARIBE,B 210,1 RECAMARA,57,609,227900,32%,72928,154972,💰 Cotizar,Forma de pago / Payment plan 1,30%,46492,108480,154972,72928,Forma de pago / Payment plan 2,50%,77486,77486,154972,72928,Forma de pago / Payment plan 3,80%,123978,30994,154972,72928,,,,,,,,,,,,,,,,,,,,,,,182320,Forma de pago / Payment plan,50%,91160,91160,121668,12%,5,2028,,,,,,,21,4785900,1531488,0,3254412,15,330062,32%,105620,224442,,COSTA CARIBE,B 210,1 RECAMARA,57,609,"$227,900",32%,"$72,928","$154,972",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,961.85",$154.97,6.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_d726859c949f4c43baa147e701aa6b7c~mv2.jpg,COSTA CARIBE,B 3,2 RECAMARAS,147,1584,438900,37%,162393,276507,💰 Cotizar,Forma de pago / Payment plan 1,30%,82952,193555,276507,162393,Forma de pago / Payment plan 2,50%,138254,138254,276507,162393,Forma de pago / Payment plan 3,80%,221206,55301,276507,162393,,,,,,,,,,,,,,,,,,,,,,,351120,Forma de pago / Payment plan,50%,175560,175560,234314,12%,5,3905,,,,,,,21,9216906,3410255,0,5806651,15,635649,37%,235190,400459,,COSTA CARIBE,B 3,2 RECAMARAS,147,1584,"$438,900",37%,"$162,393","$276,507",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$6,181.97",$276.51,3.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_b8007eeb0958473e81968acce767ae5e~mv2.jpg,COSTA CARIBE,B 302,2 RECAMARAS,154,1661,479899,37%,177562,302336,💰 Cotizar,Forma de pago / Payment plan 1,30%,90701,211635,302336,177562,Forma de pago / Payment plan 2,50%,151168,151168,302336,177562,Forma de pago / Payment plan 3,80%,241869,60467,302336,177562,,,,,,,,,,,,,,,,,,,,,,,383919,Forma de pago / Payment plan,50%,191959,191959,256202,12%,5,4270,,,,,,,21,10077871,3728812,0,6349059,15,695026,37%,257159,437866,,COSTA CARIBE,B 302,2 RECAMARAS,154,1661,"$479,899",37%,"$177,562","$302,336",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$6,481.80",$302.34,4.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_7f37f93f0a2048b5b902bb1409b8c319~mv2.jpg,COSTA CARIBE,B 303,2 RECAMARAS,154,1661,479900,37%,177563,302337,💰 Cotizar,Forma de pago / Payment plan 1,30%,90701,211636,302337,177563,Forma de pago / Payment plan 2,50%,151169,151169,302337,177563,Forma de pago / Payment plan 3,80%,241870,60467,302337,177563,,,,,,,,,,,,,,,,,,,,,,,383920,Forma de pago / Payment plan,50%,191960,191960,256203,12%,5,4270,,,,,,,21,10077908,3728826,0,6349082,15,695028,37%,257160,437868,,COSTA CARIBE,B 303,2 RECAMARAS,154,1661,"$479,900",37%,"$177,563","$302,337",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$6,480.54",$302.34,4.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_965c95b143034efa9f17747dd57d1731~mv2.jpg,COSTA CARIBE,B 304,2 RECAMARAS,155,1663,479900,37%,177563,302337,💰 Cotizar,Forma de pago / Payment plan 1,30%,90701,211636,302337,177563,Forma de pago / Payment plan 2,50%,151169,151169,302337,177563,Forma de pago / Payment plan 3,80%,241870,60467,302337,177563,,,,,,,,,,,,,,,,,,,,,,,383920,Forma de pago / Payment plan,50%,191960,191960,256203,12%,5,4270,,,,,,,21,10077905,3728825,0,6349080,15,695028,37%,257160,437868,,COSTA CARIBE,B 304,2 RECAMARAS,155,1663,"$479,900",37%,"$177,563","$302,337",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$6,491.47",$302.34,4.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_4c619113f20c4f35b04e5ed1c390d60c~mv2.jpg,COSTA CARIBE,B 306,2 RECAMARAS,153,1651,479901,37%,177563,302338,💰 Cotizar,Forma de pago / Payment plan 1,30%,90701,211636,302338,177563,Forma de pago / Payment plan 2,50%,151169,151169,302338,177563,Forma de pago / Payment plan 3,80%,241870,60468,302338,177563,,,,,,,,,,,,,,,,,,,,,,,383921,Forma de pago / Payment plan,50%,191960,191960,256203,12%,5,4270,,,,,,,21,10077924,3728832,0,6349092,15,695029,37%,257161,437868,,COSTA CARIBE,B 306,2 RECAMARAS,153,1651,"$479,901",37%,"$177,563","$302,338",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$6,443.59",$302.34,4.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_69bbeefca9d447548ba03b9dbbc67c96~mv2.jpg,COSTA CARIBE,B 5,2 RECAMARAS,147,1585,438900,37%,162393,276507,💰 Cotizar,Forma de pago / Payment plan 1,30%,82952,193555,276507,162393,Forma de pago / Payment plan 2,50%,138253,138253,276507,162393,Forma de pago / Payment plan 3,80%,221206,55301,276507,162393,,,,,,,,,,,,,,,,,,,,,,,351120,Forma de pago / Payment plan,50%,175560,175560,234314,12%,5,3905,,,,,,,21,9216899,3410253,0,5806646,15,635648,37%,235190,400458,,COSTA CARIBE,B 5,2 RECAMARAS,147,1585,"$438,900",37%,"$162,393","$276,507",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$6,186.58",$276.51,3.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_17cc1d33a854489abd845cd58b97e0b1~mv2.jpg,COSTA CARIBE,B 6,2 RECAMARAS,135,1453,438900,37%,162393,276507,💰 Cotizar,Forma de pago / Payment plan 1,30%,82952,193555,276507,162393,Forma de pago / Payment plan 2,50%,138253,138253,276507,162393,Forma de pago / Payment plan 3,80%,221205,55301,276507,162393,,,,,,,,,,,,,,,,,,,,,,,351120,Forma de pago / Payment plan,50%,175560,175560,234314,12%,5,3905,,,,,,,21,9216891,3410250,0,5806641,15,635648,37%,235190,400458,,COSTA CARIBE,B 6,2 RECAMARAS,135,1453,"$438,900",37%,"$162,393","$276,507",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$5,670.47",$276.51,3.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_e03efa568e6e45a1b1acce841e61bd8c~mv2.jpg,COSTA CARIBE,C 1,2 RECAMARAS,135,1451,438900,37%,162393,276507,💰 Cotizar,Forma de pago / Payment plan 1,30%,82952,193555,276507,162393,Forma de pago / Payment plan 2,50%,138253,138253,276507,162393,Forma de pago / Payment plan 3,80%,221205,55301,276507,162393,,,,,,,,,,,,,,,,,,,,,,,351120,Forma de pago / Payment plan,50%,175560,175560,234314,12%,5,3905,,,,,,,21,9216890,3410249,0,5806641,15,635648,37%,235190,400458,,COSTA CARIBE,C 1,2 RECAMARAS,135,1451,"$438,900",37%,"$162,393","$276,507",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$5,664.18",$276.51,3.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_cc01d314da1d44aa9be0f36abe9d9f37~mv2.jpg,COSTA CARIBE,C 103,1 RECAMARA,63,682,239900,32%,76768,163132,💰 Cotizar,Forma de pago / Payment plan 1,30%,48940,114192,163132,76768,Forma de pago / Payment plan 2,50%,81566,81566,163132,76768,Forma de pago / Payment plan 3,80%,130505,32626,163132,76768,,,,,,,,,,,,,,,,,,,,,,,191920,Forma de pago / Payment plan,50%,95960,95960,128075,12%,5,2135,,,,,,,21,5037896,1612127,0,3425769,15,347441,32%,111181,236260,,COSTA CARIBE,C 103,1 RECAMARA,63,682,"$239,900",32%,"$76,768","$163,132",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,661.17",$163.13,5.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_0e33bbfbadd240ad8ae978b7c4a1453b~mv2.jpg,COSTA CARIBE,C 301,2 RECAMARAS,153,1649,479898,37%,177562,302336,💰 Cotizar,Forma de pago / Payment plan 1,30%,90701,211635,302336,177562,Forma de pago / Payment plan 2,50%,151168,151168,302336,177562,Forma de pago / Payment plan 3,80%,241869,60467,302336,177562,,,,,,,,,,,,,,,,,,,,,,,383919,Forma de pago / Payment plan,50%,191959,191959,256202,12%,5,4270,,,,,,,21,10077867,3728811,0,6349056,15,695025,37%,257159,437866,,COSTA CARIBE,C 301,2 RECAMARAS,153,1649,"$479,898",37%,"$177,562","$302,336",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$6,437.29",$302.34,4.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_d1af6e4aed2f4bda911493700af34c4b~mv2.jpg,COSTA CARIBE,C 302,2 RECAMARAS,160,1716,479900,37%,177563,302337,💰 Cotizar,Forma de pago / Payment plan 1,30%,90701,211636,302337,177563,Forma de pago / Payment plan 2,50%,151168,151168,302337,177563,Forma de pago / Payment plan 3,80%,241869,60467,302337,177563,,,,,,,,,,,,,,,,,,,,,,,383920,Forma de pago / Payment plan,50%,191960,191960,256202,12%,5,4270,,,,,,,21,10077890,3728819,0,6349070,15,695027,37%,257160,437867,,COSTA CARIBE,C 302,2 RECAMARAS,160,1716,"$479,900",37%,"$177,563","$302,337",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$6,698.91",$302.34,4.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_a81a237f8c6a44968a6dab0d4e297fba~mv2.jpg,COSTA CARIBE,D 102,1 RECAMARA,60,650,239900,32%,76768,163132,💰 Cotizar,Forma de pago / Payment plan 1,30%,48940,114193,163132,76768,Forma de pago / Payment plan 2,50%,81566,81566,163132,76768,Forma de pago / Payment plan 3,80%,130506,32626,163132,76768,,,,,,,,,,,,,,,,,,,,,,,191920,Forma de pago / Payment plan,50%,95960,95960,128075,12%,5,2135,,,,,,,21,5037906,1612130,0,3425776,15,347442,32%,111181,236260,,COSTA CARIBE,D 102,1 RECAMARA,60,650,"$239,900",32%,"$76,768","$163,132",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,537.71",$163.13,6.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_31f740835a3544c88639208df815de15~mv2.jpg,COSTA CARIBE,D 103,1 RECAMARA,72,779,243900,32%,78048,165852,💰 Cotizar,Forma de pago / Payment plan 1,30%,49756,116097,165852,78048,Forma de pago / Payment plan 2,50%,82926,82926,165852,78048,Forma de pago / Payment plan 3,80%,132682,33170,165852,78048,,,,,,,,,,,,,,,,,,,,,,,195120,Forma de pago / Payment plan,50%,97560,97560,130210,12%,5,2170,,,,,,,21,5121905,1639010,0,3482895,15,353235,32%,113035,240200,,COSTA CARIBE,D 103,1 RECAMARA,72,779,"$243,900",32%,"$78,048","$165,852",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$3,038.70",$165.85,5.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_0d318a079b6d4c7ab31abc87138aece1~mv2.jpg,COSTA CARIBE,D 202,1 RECAMARA,69,741,243901,32%,78048,165852,💰 Cotizar,Forma de pago / Payment plan 1,30%,49756,116097,165852,78048,Forma de pago / Payment plan 2,50%,82926,82926,165852,78048,Forma de pago / Payment plan 3,80%,132682,33170,165852,78048,,,,,,,,,,,,,,,,,,,,,,,195120,Forma de pago / Payment plan,50%,97560,97560,130210,12%,5,2170,,,,,,,21,5121911,1639012,0,3482899,15,353235,32%,113035,240200,,COSTA CARIBE,D 202,1 RECAMARA,69,741,"$243,901",32%,"$78,048","$165,852",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,961.85",$165.85,5.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_8ad1a9c6e8ac4ba9bc4e10ffa93bab72~mv2.jpg,COSTA CARIBE,D 203,1 RECAMARA,69,747,243900,32%,78048,165852,💰 Cotizar,Forma de pago / Payment plan 1,30%,49756,116096,165852,78048,Forma de pago / Payment plan 2,50%,82926,82926,165852,78048,Forma de pago / Payment plan 3,80%,132682,33170,165852,78048,,,,,,,,,,,,,,,,,,,,,,,195120,Forma de pago / Payment plan,50%,97560,97560,130210,12%,5,2170,,,,,,,21,5121904,1639009,0,3482895,15,353235,32%,113035,240200,,COSTA CARIBE,D 203,1 RECAMARA,69,747,"$243,900",32%,"$78,048","$165,852",,,,,,,,,$75,$90,$120,$170,,"$22,190.00","$6,657.00","$3,000.00","$2,892.14",$165.85,5.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_6f87feb667fa42cb86f3164a49d35044~mv2.jpg,COSTA CARIBE,D 301,2 RECAMARAS,176,1891,479899,37%,177563,302337,💰 Cotizar,Forma de pago / Payment plan 1,30%,90701,211636,302337,177563,Forma de pago / Payment plan 2,50%,151168,151168,302337,177563,Forma de pago / Payment plan 3,80%,241869,60467,302337,177563,,,,,,,,,,,,,,,,,,,,,,,383920,Forma de pago / Payment plan,50%,191960,191960,256202,12%,5,4270,,,,,,,21,10077888,3728819,0,6349070,15,695027,37%,257160,437867,,COSTA CARIBE,D 301,2 RECAMARAS,176,1891,"$479,899",37%,"$177,563","$302,337",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$7,377.96",$302.34,4.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_db331d472ef24160af97a87c6d1c62a4~mv2.jpg,COSTA CARIBE,D 302,2 RECAMARAS,161,1731,479901,37%,177563,302337,💰 Cotizar,Forma de pago / Payment plan 1,30%,90701,211636,302337,177563,Forma de pago / Payment plan 2,50%,151169,151169,302337,177563,Forma de pago / Payment plan 3,80%,241870,60467,302337,177563,,,,,,,,,,,,,,,,,,,,,,,383920,Forma de pago / Payment plan,50%,191960,191960,256203,12%,5,4270,,,,,,,21,10077912,3728827,0,6349085,15,695028,37%,257161,437868,,COSTA CARIBE,D 302,2 RECAMARAS,161,1731,"$479,901",37%,"$177,563","$302,337",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$6,754.77",$302.34,4.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_efd57699c9124d99aae4781c9deed2f8~mv2.jpg,CRUZ CON MAR,102,2 RECAMARAS,122,1313,740512,20%,148102,592409,💰 Cotizar,Forma de pago / Payment plan 1,30%,177723,414687,592409,148102,Forma de pago / Payment plan 2,50%,296205,296205,592409,148102,Forma de pago / Payment plan 3,80%,473927,118482,592409,148102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,15550744,3110149,0,12440595,15,1072465,20%,214493,857972,,CRUZ CON MAR,102,2 RECAMARAS,122,1313,"$740,512",20%,"$148,102","$592,409",,,$170,$210,$260,$450,,,,,,,,"$55,530.50","$16,659.15","$3,000.00","$5,273.83",$592.41,5.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
